acceptability,sentence,domain
1,We believed that Aphrodite was omnipotent.,IN
0,"If anybody keeps spoiling the children, John keeps.",IN
1,"They can't stand each other, he and she.",IN
1,Who saw the man?,IN
0,The cat was being eating.,IN
1,Two miles is as far as they can walk.,IN
1,She's gone and ruined her dress now.,IN
1,I gave my brother a birthday present.,IN
1,John put carrots from his garden in the salad.,IN
1,The men surrounded the fort.,IN
0,It was John Bill that were waiting at the restaurant.,IN
1,I resigned because Mary hired someone.,IN
1,The police kept tabs on the suspect.,IN
1,I bought Manuel some flowers.,IN
1,"Only Churchill remembered himself giving the Blood, Sweat and.",IN
1,much information is needed.,IN
0,Steve pelted at Anna.,IN
1,There promises to be a storm tonight.,IN
1,It is John who wants to look at your notes after class.,IN
1,The chicken has eaten.,IN
0,Carmen obtained Diana of a spare part.,IN
1,Brezhnev had said for Andropov to leave.,IN
1,The dog chased the cat for days.,IN
1,A plan to negotiate an honorable end to the war in Vietnam was gotten wind of.,IN
1,Beavers build dams.,IN
0,The string cut.,IN
0,It is of physics.,IN
0,The old and new carts banged.,IN
1,A statue of Jefferson stood on the comer.,IN
0,"The more he eats, the fatter that that he gets really bothers me.",IN
1,Many people were dying of thirst.,IN
1,Hard work resulted in high grades.,IN
1,Fred had a snake behind the car he was sitting in.,IN
1,Hilda is such a scholar as you were speaking of just now.,IN
0,John has taken to the library.,IN
0,The ship's sinking to collect the insurance was very devious.,IN
0,The snake clever disappeared into a hole in the ground.,IN
1,Fred feels fine.,IN
1,Either Dana or Lee is going to lead the parade.,IN
0,It's arrived first that Julie and Jenny,IN
0,Some of them made as many as Joan errors.,IN
1,We know the defendants seem eager to testify against the criminal.,IN
0,I wanted if he should leave.,IN
1,Sharon flinched at the sight of the accident.,IN
1,Carol cut herself on the thumb.,IN
1,The book cost John $10.,IN
1,We persuaded them to examine themselves.,IN
1,The person who John asked for help thinks he is foolish.,IN
1,John persuaded Mary to kiss him.,IN
1,The cup broke.,IN
0,They made him to exhaustion.,IN
1,Bill pushed Harry along the trail.,IN
1,Few approve of our remedy.,IN
1,I mailed the sweater to Mary.,IN
1,The cat trotted into the kitchen.,IN
1,Ellen warned Helen.,IN
1,Few boys read any of the books.,IN
1,What did you get all for Xmas?,IN
1,"Harry believes that Sally is innocent, although no one else believes it.",IN
1,Carla slid the books across the table.,IN
0,John is prouder of having gone than nobody expected me to believe he would be.,IN
1,There seemed to be three men in the garden.,IN
1,She mumbled.,IN
1,All of these cars belong to me.,IN
1,I realized that it had rained and some crops had been destroyed.,IN
1,It seems to be easy to fool Ben.,IN
1,Aunt Hattie wants you to be nice and kiss your granny.,IN
1,Agamemnon seems to have left.,IN
1,I saw this film several times last year during the summer.,IN
0,"Because she's so pleasant, Mary I really like her.",IN
1,The students know the answers.,IN
1,I went to the store to buy some whisky.,IN
1,Robert knows that it is essential to be well behaved.,IN
1,The music lent a festive air to the party.,IN
0,I ordered there to be three books on the subject.,IN
1,I need Sally to be there.,IN
0,They may grow as much as bamboo high.,IN
0,I know a man who John is as tall as is.,IN
1,Reports the covers of which the government prescribes the height of the lettering on almost always put me to sleep.,IN
0,Kiss pigs is my happiest memory,IN
1,Students objected to the teacher.,IN
1,The joggers ran their Nikes threadbare.,IN
0,Book is available in most countries.,IN
0,The cat touched.,IN
1,Any pilot except Sue could be flying this plane.,IN
1,They read the book.,IN
1,Sandra beamed.,IN
0,It was kissed the puppy.,IN
0,Two miles are as far as they can walk.,IN
0,Mary considered to have loved her.,IN
0,What place was the book sent by John?,IN
0,John intimately spoke to Mary.,IN
1,Generics allow exceptions.,IN
1,The monkeys approved of their leader.,IN
1,The middle class will benefit from the new tax laws.,IN
0,John believes that Mary saw himself.,IN
1,The hardest that I believe that it ever snowed was last January 12th.,IN
1,An old woman lodged at Mrs. Parker's.,IN
0,it convinced Bill that Mary should sleep.,IN
1,Look at all these books. Which book would you like?,IN
1,John believes that Bill saw himself.,IN
1,The panther's coat is dark black.,IN
1,Heidi thinks that Andy has eaten salmon flavored candy bars.,IN
0,New York was slept in.,IN
0,"Handsome though Dick is fair, Nordic, strong and, I'm still going to marry Herman.",IN
1,Sharks could have been cruising near the beach.,IN
1,Whether she will win is a question Mary never considered.,IN
1,Mike will sing if you will.,IN
0,Fifteen years represent a long period of his life.,IN
1,Martha carved a toy out of wood for the baby.,IN
1,Where did Perseus see the Gorgon?,IN
1,Bill claims John believes Mary thinks Tom is honest.,IN
1,They dismissed the proposal as too costly.,IN
0,What did you eat some popcorn and drink?,IN
1,It is with long hair.,IN
0,The king banished at the general from the army.,IN
1,Those bandits attacked Emma and Harriet yesterday.,IN
1,Steve pelted the squirrels with acorns.,IN
1,The analysis of Lucy took longer than that of Gomez.,IN
1,Jason was killed by Medea.,IN
0,John believes Bill that Mary has slept.,IN
1,Medea poisoned more children than Jason did.,IN
1,"I demand that the more John eats, the more he pays.",IN
1,They elected him America's 31st President.,IN
0,I will ask you to believe that he tried to force me to give her any money.,IN
1,Mary should buy some flowers on Sunday at 5 o'clock.,IN
1,He's the happiest that I've ever seen him.,IN
1,Too many vehicles are damaged by salt.,IN
1,I explained how to fix the sink.,IN
0,John wonders where him to go.,IN
0,The silversmith pounded on the metal flat.,IN
1,The company in which they have invested left.,IN
1,The gardener watered the tulips flat.,IN
0,I read some book.,IN
1,They are kind to her.,IN
1,Bill recited his lines slowly.,IN
0,What did Bill cook and wash the dishes?,IN
1,Jeff must have eaten the deep fried muffin.,IN
1,I don't know where to go.,IN
1,The reading of Shakespeare satisfied me,IN
1,The man who ordered ice cream said the pudding would be tasty.,IN
1,The child broke the teapot by accident.,IN
0,The irritating and a bully man was my brother.,IN
1,The plan was rejected out of hand that traffic should be banned.,IN
0,John convinced to sleep.,IN
0,Flies swat easily.,IN
1,I arranged for him to see her.,IN
1,Mary noticed that John excessively appreciates himself.,IN
1,Humans love to eat those pigs.,IN
1,Jean is reluctant to leave.,IN
0,Did that Medea killed her children upset Jason?,IN
0,Her will put a picture of Bill on your desk before tomorrow.,IN
0,I put the table with the books.,IN
1,This doll is hard to see.,IN
1,I mixed the sugar and the butter.,IN
1,Sam gave the cloak to Lee and gave the magic chalice to Matthew.,IN
1,They ignored the suggestion that Lee made.,IN
1,Bill believes that Anna and he are similar.,IN
1,I don't want trouble.,IN
0,This is a problem that you solve it and you'll be able to tell the folks up at corporate headquarters to buzz off.,IN
0,The politician denied how the opponent was poisoned.,IN
1,A pregnant woman hit a girl.,IN
0,She held the paper from him.,IN
1,They know if Mary won.,IN
1,Gilgamesh didn't fly the broomstick.,IN
1,It will take years for the Mersey to clean.,IN
1,This building is taller and wider than that one.,IN
0,I consider there a man in that garden.,IN
1,I found to be delicious some fruit which I picked up on the way home.,IN
1,He mended the shoe.,IN
1,John wants to win.,IN
0,Hold has been gotten of some rare old manuscripts.,IN
1,Mr Knightley despaired.,IN
1,"I think that Mort's a swell guy, and Lenny thinks so too.",IN
1,They stood the statue on the pedestal.,IN
1,Who did you say that John thought would leave early?,IN
0,John wanted to leave the room happy and leave the room he did happy.,IN
0,The manager presented the foreman a gold watch.,IN
0,Susan did so the baker.,IN
1,a stone blocked the road.,IN
1,Gilgamesh should seek Ishtar,IN
1,Among the guests was sitting my friend Louise.,IN
1,Visiting relatives can be boring.,IN
0,What the hell do you wonder how to say?,IN
0,It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.,IN
1,"In the book, he talks about his ups and downs at school.",IN
0,Lydia pocketed her pocket with the change.,IN
1,Our love them.,IN
1,It is not true that it was obvious that for Herschel to throw a fit would confuse the guards.,IN
1,Some of them made as many as 20 errors.,IN
0,Donny is likely that left.,IN
0,Jessica loaded boxes at the truck.,IN
0,Who do you wonder what bought?,IN
0,What the stone did to the wall was hit it.,IN
1,Arthur gave the tapestry to Lancelot.,IN
1,The collection of syntax articles with the red cover bores students of syntax in Tucson.,IN
1,Gilgamesh will seek Ishtar,IN
1,What John could do is not visit Sally.,IN
1,Bill rolled the ball down the hill.,IN
1,"If you give him enough opportunity, every senator will succumb to corruption.",IN
0,The phone company billed $10 to me.,IN
1,He's enough of a fool to try it.,IN
1,"They melted, broke the ice.",IN
1,This is the gold that John put under the bathtub.,IN
1,To what place did you travel?,IN
1,There was a snake behind the car Fred was sitting in.,IN
1,The boy's playing the piano loudly drove everyone crazy.,IN
0,John tried for Bill to play checkers.,IN
0,President Lincoln delivered her Gettysburg Address in 1863.,IN
1,Mary loves him.,IN
0,They surrounded.,IN
0,Whether he left!,IN
1,The witch poisoned Snow White.,IN
1,You washed yourself.,IN
1,We associated their subsidiaries with our corporate office.,IN
1,You are a student.,IN
1,Which room did Jeeves sauntered into?,IN
0,Look after herself!,IN
0,"What dl,d John fall asleep and Bill wear?",IN
1,Anson appeared,IN
0,"Sally might be, and I know a girl who definitely is pregnant.",IN
1,She pinched his arm as hard as she could.,IN
1,"No writer, and no playwright, speaks clearly.",IN
0,John placed behind the counter.,IN
1,The explosives destroyed the warehouse.,IN
0,Mary talked to any angry student.,IN
1,"Kim has danced, and Sandy has, too.",IN
1,Lilly should buy salmon and Mary should too.,IN
0,You shouldn't play with rifles because play with rifles to is dangerous.,IN
1,Memo liked lasagna.,IN
1,Sheila married that tall a man.,IN
1,The baby chewed the biscuit.,IN
1,The train reached the station.,IN
0,Robin is nothing in the box.,IN
0,There runs a man in the park.,IN
1,Aloe may have an analgesic effect on inflammation and minor skin irritations.,IN
1,They skated the canals.,IN
1,A fire raged all through the mountains.,IN
1,The baby was chewing the biscuit.,IN
1,That Anne was in conversation with Mr Elliott dismayed Captain.,IN
1,That that it would confuse the guards for Herschel to throw a fit was obvious is not true.,IN
1,They stayed in the hotel.,IN
0,"Handsome though that Dick will be is likely, I'm still going to marry Herman.",IN
0,"Which folks up at corporate headquarters do you think that the sooner you solve this problem, the quicker you'll be able to tell t to buzz off?",IN
1,Water bubbled out of the kettle.,IN
1,Truman punched Johnson,IN
1,Fred kicked the ball under the porch.,IN
1,John is touching the wall.,IN
1,The bed was slept in by the Shah.,IN
1,Mary is shorter than five feet.,IN
1,John believes Bill to have cooked the rice.,IN
0,Only the best students would he give this book.,IN
1,"Some people like bagels, but others cream cheese.",IN
1,the people happy with the proposal left.,IN
1,That he won the election surprised everybody.,IN
1,Insensitive is how I would describe him.,IN
1,I'm glad he bought a car.,IN
1,She seem to have given financial assistance to an important French art dealer.,IN
1,John is taller than Dill.,IN
1,To delay the march and to go ahead with it have been argued by different people at different times.,IN
1,They think she has too much independence.,IN
0,"They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me.",IN
1,This key won't open the Jock.,IN
1,The cup was broken by Louise.,IN
1,Bill dried the clothes with a hair dryer.,IN
0,Surprised me that you came early.,IN
1,Mary will arrive tomorrow.,IN
0,John will have been eating enthusiastically cake.,IN
1,That photograph by Gomez of Pugsley of Lucy's,IN
1,The President thanked any soldier who had fought in the Gulf.,IN
1,Bill gave Sue the book.,IN
1,"The contractor will build you a house for $ 100,000.",IN
1,Who gave what to whom?,IN
0,I introduced her to he.,IN
1,The jewel sparkled.,IN
1,Which student's grades went unreported?,IN
